city_index,bedrooms,bathrooms,sqft,lot_size,year_built,distance_to_center,school_rating,crime_rate,hoa_fee,price
2,4,2,1705.9249255825468,6908.206366189032,1987,5.857182159460653,4.864359059168349,38.23591422464831,100,1307127.6533544327
2,5,1,2601.62915835522,1619.589857372318,1979,4.2475725631503405,7.5987120799787915,10.305228287155042,200,1532966.320309858
1,3,1,2818.015042339473,5618.257222741137,2019,7.301948257414765,7.580105124055572,31.500833837191227,100,1130470.120355951
0,4,3,1186.2300430915725,4539.805298131707,1994,10.154603102170698,6.491319634340954,35.705110671501004,100,528024.2405877605
4,3,3,1509.0011530254787,4021.182890870729,1981,2.739449744266883,5.525454317970932,38.05189443888448,0,748089.5973480273
3,5,1,1180.2124645808815,8239.910947571432,1993,1.466685210037268,6.9666999689765134,61.29431753099134,100,923306.3538675563
3,1,1,1062.0333070450658,3167.1343798403664,1960,5.717331546798884,5.168529256108991,48.67690543020033,100,766090.6948433851
2,2,4,2200.24011031497,1513.0773492249955,1985,3.435916728848987,6.551810347004694,19.51815583055431,0,1526173.7048771814
4,1,3,1682.022977850587,6989.290563464636,1974,3.439471145582959,6.27227707616836,17.657375476432197,0,803461.0891630197
2,4,4,1831.4197939140818,1449.015358615277,1963,0.6671038331587403,10.0,35.9977524863805,0,1470630.4739162326
2,2,1,2133.743480983968,800.0,1979,1.8750846205150935,4.659421226022854,41.893154173366526,0,1342128.4612512547
2,2,1,685.5678997710513,7270.669224974914,1997,3.6485144736661685,2.4990350649084068,54.88576733714175,100,821942.572224296
1,5,2,2572.059602374233,5396.805626406221,1993,3.6220694015772628,5.543629335341387,65.94839971618669,50,1195459.1711218872
0,2,4,1590.5435019960494,6181.79906842194,2021,3.7358473185250896,3.9267025712846158,66.76333776204973,300,661115.4967599175
2,1,3,2119.4407837427143,3893.9310630509444,1970,3.7581811161600855,5.4099577085765995,33.3647494799333,50,1361227.8430950167
4,1,4,2172.4277035371283,1538.984670977452,2001,6.358116183058677,4.553593793541248,54.01827022227782,100,850169.0262466529
0,2,2,2622.4779364583046,2035.5319659558313,1990,1.3039466196605913,5.143249006198592,46.38443048385384,100,868807.047501956
4,5,2,1737.0855673301799,4319.5277514217905,2014,5.6892957724404125,4.902635511483883,23.638202019658582,100,829023.3083931386
4,3,3,525.8175245742416,1818.9928552048955,2017,3.575424077636999,7.944427224645935,11.681577567850052,0,580705.5199104089
1,5,4,1834.2765680721366,5767.6322676141335,2002,6.102266648825488,6.427205783982417,42.16162239399433,50,1071870.9267591094
3,2,2,1920.4241148969606,3843.855154913953,1981,9.857169856916558,8.11317920471284,17.57246494584813,0,1109146.428687916
0,2,3,1179.4434845159296,5462.590118413264,1989,4.2008558645129135,6.560722226255594,27.228108213908293,100,593494.7164569843
3,1,4,1888.4943926597632,5387.870320566077,1998,2.802863065870789,7.892884884446326,29.72750815168547,0,1138928.5942549752
3,2,2,1583.388939164225,5966.9988860613175,2009,4.051479249056063,6.046782344844086,43.28126998628897,50,1006539.4099903196
1,3,4,994.3476304304937,6248.7063182224965,1966,3.693279276452481,8.891828045813488,59.20931806599933,300,769341.0141808265
0,5,3,2202.8909370055703,4140.248523051887,2014,8.184525464790097,7.206452268174097,40.191151874596834,100,851740.2643905033
4,2,4,1461.7649094613223,5459.923166584576,2009,16.577167641953263,5.330268318550185,31.91676229896187,0,721256.7467113698
2,4,2,1556.1724711577585,5590.020321050436,1956,13.314093616371839,7.428724402863001,8.972996050041381,50,1162519.5693949393
4,4,3,1522.4526916277493,800.0,1969,0.9499762246306579,6.540647593862758,46.875603244990906,100,835346.446346531
3,2,2,2541.287158478488,6616.314364648725,1967,3.5501121036433716,6.196238476806328,40.42842269331286,200,1202993.5916258146
3,5,3,1775.4503029359646,5374.855490550628,1992,6.0685898197781905,6.64403192577218,31.754696293603544,200,1131553.1828669037
3,3,2,1847.459892327493,6410.1221631089265,1965,5.985539567530423,7.626874601172988,57.491376468095055,0,1010433.0141350203
0,1,3,1535.6183073681618,1782.8910113818438,1972,4.875824760618819,3.323731124503353,22.137940849876745,300,528246.6396461634
1,5,4,2077.720093352943,4210.567062094016,1963,5.573714624791467,5.97358932840912,29.726781187115378,0,1112816.1535321218
2,5,2,2609.590829070403,2271.176358586049,1954,6.1306082256958785,7.524006071896346,36.324583077504734,0,1539941.3428314165
2,1,2,2188.7164904919036,6861.503440532188,1983,2.303213290270578,6.872340897534579,31.5672485922604,0,1351889.3537690197
0,5,2,2212.1201768009137,1487.2086448287646,1973,7.08702909763667,4.810428515898069,48.261316291757744,0,733116.0819408426
2,5,3,2163.7381235306075,2678.3630451941976,1987,6.107469379024148,2.9483564442366768,46.95870745736237,50,1352133.6461015958
0,5,3,971.8544140133021,6335.785320679953,1965,2.402665375416126,9.05139000019373,55.76455038376214,0,600034.0382297671
3,2,3,1274.328700980517,3426.5636693068805,1971,2.586597277239669,6.219376925935559,47.53480555568093,0,922623.5964229449
3,4,1,1677.0075638405242,2679.0233580273534,2016,4.011613573458869,8.77107426312356,38.26939552697478,0,1032724.8136746375
4,3,1,1364.4815745040646,7266.798573850458,2009,2.7840667636832737,7.69244412473407,34.90273174398941,300,792905.9754460792
3,4,1,1161.2777851464011,7369.279391479669,1969,9.789066081381412,5.30957966516471,46.82916483570477,200,833624.1179485489
1,4,4,676.6945554776557,6805.177981352496,1961,4.814130639967986,2.7478493163745075,37.145408436771355,100,698022.8365360515
4,4,4,992.0824721195154,7121.774184850734,2022,7.479751192011456,5.806775863708326,40.7084085252527,200,611104.0876597534
2,3,1,1646.0846655944397,4421.051802654859,2000,4.151823068192038,6.444136450246672,47.64524932294542,100,1261667.643491683
1,4,1,1758.3441799086693,4488.517563408462,1986,2.998162676865033,7.175990032366404,42.07833787068957,0,922632.9675398454
4,3,4,1324.1677343216547,3379.796803665993,2001,5.334558260895401,4.833682090031187,44.628927514147755,300,801075.5484980901
1,1,3,1847.3551276099356,5419.3229192899435,1966,4.989345714185925,6.767009874579034,28.136174671834297,50,888822.8444757428
0,1,2,1539.6998154549742,3680.25418168538,1981,12.317971796349669,6.766462861369733,60.2455841683099,50,549760.1265655052
2,5,3,2454.344152424309,3917.3344851825573,1978,3.8173364814296407,7.978929749392442,23.399906728222867,300,1605744.139090561
3,5,1,1703.0245415850975,6499.75108495725,2003,6.195250795742746,6.039789479603528,46.58796597676155,0,970045.8004555955
0,3,1,2217.798528841029,7961.34811378595,1963,2.013517035198721,7.1641390944268375,32.71238977048338,0,705463.0773152078
2,1,2,1921.9282573768155,5995.650635675237,1986,2.542837968625405,6.932655423715146,56.23519065664058,200,1160624.9652058596
0,4,4,958.7573764535671,9485.78966310642,2011,4.694942548890448,7.8133800096764165,53.25611267484797,50,753885.3044117207
3,1,4,1745.6050945576947,3236.2110699181294,1964,2.266061985205133,5.270134359473168,39.969252808360906,50,941857.109873063
2,2,1,1058.6255404027897,800.0,1958,7.038053009707237,1.8937160178671029,63.32080591925092,300,762658.4641171015
1,2,3,1735.1274970698473,6786.569723973886,2010,6.371092043513237,6.144705484215585,37.18901170541823,300,941835.3854609055
1,1,4,1352.9215096615865,3070.4161183831716,2014,2.89682862048487,6.153550686324851,53.22537833979966,300,787189.4535883078
2,5,4,2029.177820090885,4315.769395561591,1981,4.014285388632911,4.763721704176811,29.106537406635034,0,1399523.0902204686
3,3,4,994.5873975202793,800.0,1953,9.63452736420639,4.237908935543281,46.07460711396338,200,643634.9905028665
4,2,1,1808.8210951676624,2751.9743816354344,1990,5.346245512280855,5.637948567262362,26.01309513568819,100,775804.0104550975
2,3,1,2143.4493495379165,1244.4314585519096,1972,16.785389226443606,6.32768414313263,40.29206895054419,100,1233857.2285416028
0,1,1,2344.5573415853974,3914.2418414492413,1993,4.016827299100521,6.643141830976779,39.228817693902876,0,795633.6015082883
4,3,1,1341.4993452694662,4013.6212652926247,1960,4.348659177300098,3.0720416955549563,53.178382060164466,100,599582.3488832446
3,3,1,1810.650583324305,5224.901028870522,2009,4.695146221336515,3.8696900272921955,29.938750893593777,0,1004862.7695962498
3,2,2,1910.488183746944,8099.307410887938,2000,1.221270178967444,8.194333280895863,86.10025506516486,300,1040702.9082664654
0,5,3,2728.275767725661,6692.265662244547,1997,4.210015139014035,6.215587784706202,19.26869858181768,100,948183.8989991852
1,2,2,911.2019635499179,944.5759094737978,1987,4.1091097376532755,6.496349547389714,43.49423752210508,100,651609.1358355413
3,1,2,1253.3384729573706,6520.038589032141,1966,7.453012920642737,4.500115055501897,44.316860428589465,0,739972.2408179741
4,3,1,3482.677495641648,5279.386743603649,2019,9.879405175879706,6.493394498500969,48.07140806900925,50,1099468.6722190343
2,5,1,1636.1416296264151,4755.433919909755,1969,3.7772393230413344,5.936493528511648,32.269110481390086,50,1297104.7001933018
4,2,4,665.4037140580353,4943.2511751569355,1977,0.7267918996328009,5.572201773330556,43.62655730871391,200,593946.4147941362
4,1,3,1450.4699139911004,5511.381070215638,2018,5.192315756552677,4.307248744496805,31.533276469973746,100,622598.0200799234
1,5,1,400.0,3270.2830224660865,1953,2.244827987194255,5.19726930300238,68.09710399416818,0,567865.965942386
4,3,4,1944.5524274736918,4544.122856188398,1959,5.502003933001378,9.458026202033412,30.473386937034743,50,862005.8429814933
1,1,4,2285.8708561669314,7959.847809729585,2006,5.407319442889253,5.975794125445468,37.77968793412189,0,1069880.0530432132
1,4,4,1253.0025742987482,3240.2355389361664,1977,2.7347565200500967,7.684429428595964,30.04999498844908,50,888674.3980015846
3,2,1,1517.565646649096,2425.2800595622616,1992,5.221497904823923,6.205403301819004,27.996027644399376,50,975202.7782485436
3,5,3,2354.1924932213474,4845.731630315373,1992,1.4122393843163554,6.031825959277401,18.983701315038452,0,1286813.597847184
0,2,4,749.8707210923578,2173.583858109131,2011,5.728823320053469,5.545996048403369,50.08100029277064,0,554296.8508053771
4,3,4,1007.0572726802727,800.0,1995,7.902750542823671,8.518447991404962,29.907726886857326,100,732434.0865592096
0,3,1,1663.1308909706163,4138.832057312959,1981,6.556565254093698,7.059607844346662,28.04274786095163,50,583677.2106770637
4,2,4,1348.599097519909,8621.554711409808,1990,3.2271047829696053,5.31558634217054,25.55246436477269,0,764617.1595119272
0,3,2,1623.6798615158473,4903.489760307767,2004,7.532093595212036,5.908834975358428,44.565756129864134,100,613744.7619301494
3,1,2,1041.7498083560868,5446.4427361205335,1978,6.991750278052398,8.113860516918557,40.32511763720497,50,724310.1327175888
3,4,3,1928.5880915529046,800.0,1962,7.195862920400119,2.2421923813150872,40.39387404864796,0,968262.7289393721
3,4,4,1710.4601488920068,6095.3137311023675,1985,10.6228353711826,6.965753330323196,28.57959276005983,0,1105262.1588413725
3,5,1,2129.5142965398195,5233.41465327448,2023,6.088952930910914,7.306402213234134,46.52849172002121,0,1279447.8438251182
2,2,3,1920.2397002881755,3337.712929901614,1958,2.0684132369388104,5.3753803616385625,30.06476908079518,200,1276940.7773281073
3,2,4,1924.014043497614,5450.126178505935,1962,2.3552572921675794,6.731891460601189,41.052718251061066,0,1111314.8063075314
1,3,3,932.2155872819318,5425.3040428949,2023,6.0922216182788125,7.253464797446789,37.90400104176816,300,783028.7738932784
3,4,2,2095.5549309869234,2351.280179105161,2011,1.0553625695147526,4.653280258161256,14.672728297986467,50,1170957.8553667737
2,5,1,1601.4801589173348,5829.634316949774,1958,4.164727039793911,7.762902804636918,70.43176029583417,200,1250256.6739966557
2,1,3,1700.0410154102294,7992.838556317887,1965,3.6360921453227233,6.9460101800622125,48.62181529800044,500,1289806.5125942342
2,2,3,2428.9586258344857,4430.146311316208,2001,6.862198896911478,6.270539489125838,42.703091285424165,0,1465450.7019060964
2,2,3,1368.338666089863,2831.0144939072306,2007,1.7705542480711083,6.657392582783311,45.07053840573292,100,1271074.6109125884
0,2,4,2610.7105970754005,4556.049825495679,2004,6.949718939335746,7.560788604322004,70.78495234160567,0,854529.0105977686
0,3,3,2666.685179623856,7136.532987661072,2013,3.9947199187369535,9.974174692595746,57.05299654965603,0,910112.7844001527
1,5,3,2251.670662418623,1934.2029017568198,1987,5.831925517121912,7.4149196040079275,45.23146020389191,200,1088455.8629876357
0,1,1,1211.6275135395467,6446.395646960453,2014,1.9001488470171546,7.715873733217453,29.375372265695347,0,647883.9067028771
2,5,3,488.22405262384086,3304.9638536987977,1994,7.123755802811493,6.790290245994809,31.74188074314001,200,924748.2728871529
3,4,1,2447.3009485559646,5605.157703449344,1985,8.787989074544447,9.352476943748709,12.951154337224327,200,1244904.9460393144
3,4,3,1866.8310367986478,3589.171812386091,1997,25.49833366243137,4.301009774938688,34.47576394712038,100,1023002.1226582343
2,4,1,1352.8815175071227,3582.457612296098,1981,5.582819672342154,3.8938972902977507,49.92757555712902,100,1125812.7562380815
4,1,4,2504.1374062533614,8807.737290587618,1994,8.593503306409758,6.729549094478886,49.50443347408765,200,971191.6851204778
2,4,2,1283.0646714733143,1477.2835236662709,2011,2.2603494714282863,7.490213277285454,49.242189935459194,0,1258592.3765905038
0,2,2,1545.5068450614344,6213.415443863861,2020,10.270948806644391,2.6380765977320806,32.26953876987289,200,546659.7050033079
3,3,1,2114.9342185901965,9328.311027303216,1992,1.5013403236496863,6.494846558221361,48.265653735734794,0,1109055.5469344198
2,4,1,1131.8383010310736,6713.804816182057,1950,12.807910692659522,6.229265362042542,52.36276059682621,0,958662.6831680152
3,4,4,1734.3114542357596,1672.2574524020451,1995,5.222404544801488,7.616237282764984,6.595693912650546,0,1099684.8588242468
2,2,2,2453.4823103480167,1796.0487277114862,1968,1.6239559939028814,7.143103311980791,44.56633697877176,0,1442983.0074114024
2,2,3,1926.666446172678,3120.9365583839963,1967,3.7075785870052425,3.787667217699494,71.21576144715436,0,1280261.4368992655
0,3,4,2548.4558020942086,5394.769778799687,2015,8.536405909527208,4.879914137666388,35.62803209951459,100,906706.7387218375
2,1,3,2480.1614148035987,5564.85673522263,1983,4.21906887830628,5.2898154919445135,5.0,100,1501145.3056625724
3,4,1,1804.6430006529715,1820.758614250768,2008,4.180190307824879,7.608417703903082,27.81011722038531,300,1103516.7723435294
1,1,2,400.0,2818.1063538825833,1977,8.047673584604688,7.061969348022813,12.781910632953117,200,489356.0093647393
3,3,2,1136.536622870816,2971.2937825499494,1994,4.463186162091149,5.568912976967609,30.48460197809931,200,832275.7569096728
0,4,2,2258.000467430694,4548.132979712768,1999,9.87444956271781,6.716820853952441,21.639010282721184,300,738692.5011723338
1,1,1,869.8491478288278,9961.738643227687,2016,3.1547419919776623,4.912990140850095,53.962831711312816,200,646770.2136665002
2,5,3,1603.98444684783,2667.032335941381,1964,1.1322420423227633,9.57445805092103,51.677722074051275,0,1377247.3938388552
4,2,2,2003.0883682134195,2557.6054171605297,1991,4.6419577183446386,7.361536100985561,45.144812514677355,0,907424.4907260132
1,1,2,2681.742417456906,2167.149262140389,1980,5.019849699098856,7.679265464664139,58.39347079943168,50,1037963.70629216
1,4,2,1454.9881821273516,6588.86142810558,1984,3.0673791467302833,8.565216551578102,31.51930498505088,0,926498.337485089
2,3,2,1413.9073745501223,4896.646009112245,2012,5.72564027969279,8.0243647898271,41.103258148679856,300,1236857.5542652684
4,4,1,1768.5325401026996,2759.4336295751036,1960,1.3046647445120063,6.547289466982328,72.91617733742537,50,736163.5944448672
4,4,2,2010.5477818860613,4093.01104055417,1990,5.833726338569938,6.222552552147691,48.77921853849405,200,792852.4979297696
0,3,4,1707.4519035623437,3021.2242476057468,1978,1.9883047042682898,8.432426622767993,48.74194110875514,50,693758.2502680203
1,5,3,2429.5610093314863,5739.728202973113,2016,1.6194695705684645,6.539802923430482,28.486849361832167,300,1235909.6698002317
4,2,3,1320.5137001829169,11710.941516990839,1966,4.92706138805622,5.37647332323448,33.751386661966876,0,647304.3136712711
0,3,4,1872.0965600274262,6377.161014230592,1967,1.5142608754280424,9.44994871385319,24.955651015708995,50,842233.3408306772
4,1,3,2067.127626148211,4767.52871223159,1956,0.8148281000865684,5.09610817327053,65.21368919928284,300,816203.8869668691
1,4,1,1559.860314056486,3337.5612812801182,1982,6.341371878873719,3.89794238741996,16.626840278550226,50,913492.0079612997
4,2,2,2303.82596193598,1641.4997952878757,1950,2.170040018000822,7.989164538405222,53.71208457893219,200,924277.2850012052
1,4,2,1889.3751247454097,6834.224328507589,1987,6.7648247097333485,5.403130414035982,48.71681752769436,50,898389.2958639436
2,5,2,2273.3074278913646,6698.3854459158,1966,3.887844740995794,7.152645026245011,15.949547667079699,200,1479265.6365139403
3,5,1,1916.4624648292993,3834.7475082729843,1979,4.924016986892157,9.225816254283258,57.13610968867917,100,1113345.4096743297
0,5,1,2025.842742892337,8033.3349573565465,1994,8.620374250827279,4.43773031719269,36.11951577397789,200,658010.5332332359
2,1,2,1420.5649458903868,5052.767347212712,2000,6.120264297106411,6.438626939463108,20.186687805100647,50,1169265.5608173057
2,1,4,1421.536976885266,6936.901838487838,1954,6.857507037139627,8.725113834547788,45.46723521427315,100,1134408.7591992444
3,5,3,2534.637887957266,5740.492505082529,1961,6.699575917913434,7.522829635097121,27.662745542669263,50,1313336.6702387077
4,2,4,2181.3062667121994,4557.1603003059045,1973,2.8625514619880486,6.230268689831031,36.92596550912857,100,914474.831016693
3,1,1,1186.220900266559,2612.7884717312827,1988,5.944150786963302,10.0,32.41374894837481,100,806052.8925152515
2,2,2,1908.518054792899,4636.158519093322,2015,2.388078408479412,6.3570238364969605,26.81318604932924,0,1317796.0369435374
2,5,3,400.0,7105.126672237117,1960,5.952707449516874,7.095311792792797,22.173953046209093,200,962600.6056419044
2,2,2,1455.63590178035,3729.6622202514327,1955,3.7615351436315048,8.97403174386522,51.952518649310214,50,1119480.2477323234
4,1,2,2376.6166059719435,6099.353489007946,1996,4.307711027384367,7.971295357079908,44.87314181454815,0,1065127.7339868397
1,4,2,1724.9126467733042,2293.1602949399917,2022,11.932599304361078,8.482579400333714,43.90993089809987,100,951935.6009804454
0,1,1,1870.7476017996187,6950.145840325895,2011,6.521586194652845,5.150690754775605,34.53659196334816,100,615201.5423242531
1,2,4,400.0,5782.353341224904,1991,3.02395998670675,8.342262173281416,40.76944789419669,100,590902.5636009487
0,1,4,1564.647829118309,1994.7231029087475,1951,1.2977834462236388,6.754388136460956,28.959193928089576,500,712923.2924838845
0,4,1,2002.9633342963275,4439.96369119597,1992,5.0285203343473786,5.381331628334833,28.70047079996317,50,720441.8898008605
0,3,2,2079.173925239004,7328.6022732959245,1983,1.4461897714051863,6.832916365159445,65.65358799724387,500,784515.413596726
3,5,3,2377.4134268006187,1852.4186483669396,1983,12.863995188024123,6.785369432235349,53.26813564998074,100,1303631.206444456
3,2,4,1673.845348935943,2322.624403437664,1986,4.391426460598704,9.302132753784809,31.578214532079976,50,1104239.3612192604
3,2,4,1700.6065124255106,4826.2576130337675,1991,8.09233989960142,7.071943558442303,17.55754879589385,100,1059821.4029846343
2,1,2,1000.7295423540826,10333.326826080485,2003,1.7051638950668115,5.32879280842383,14.483707490626141,0,1073000.7410044244
3,2,3,1677.2870764960812,3318.554789901255,1964,6.415632749120694,4.982858582199206,30.487365238737127,500,971431.8333132784
0,3,4,1043.0549625613207,6238.184998963739,1955,9.151550458920441,6.428903823813076,41.61556529488824,50,475362.66369113384
4,1,4,691.27792811675,5650.338519003378,1953,6.752229348576807,4.480451403860645,41.775522520881445,0,566236.3358744816
2,3,2,1148.892377933653,3526.2002493361406,1980,7.7149173048586,5.426966117771595,42.224793563766504,100,1016983.5493353902
4,5,4,2705.210944682383,5402.833379462188,1987,6.046422350953248,6.133712973003372,45.01333070897696,0,1146237.9292960998
0,4,2,1637.6632790920341,3880.413344762612,2008,3.526869899559258,5.867171969128437,24.4245751578389,0,742789.4291018156
2,4,1,1931.9264178140195,4105.48802470872,1982,2.4616230624851,7.590361403554887,62.61627261918507,0,1378768.6217732811
3,5,4,1491.9022492811664,846.8202430671663,1989,2.7621315142432943,5.39325857389167,37.03920428969985,300,1036217.9778214301
2,4,4,725.6693883288615,4938.909412834196,2022,13.050122048524871,2.7950281330445743,44.42264095796589,0,905275.9319434109
2,4,2,2361.6678749578246,7247.733766556377,2005,5.379118439937398,3.9713406360027053,30.1569421077568,50,1505361.6676376178
0,5,2,496.68111608664685,5143.564436949214,2001,9.684882654920912,6.473272796748213,44.672339475879795,50,497145.2531052505
1,1,2,1467.1243939250048,7726.269402056075,1976,3.153550805450079,5.619795094989865,71.1545900162799,300,737217.6657325918
1,5,1,1767.2310714899634,6450.818614862543,1961,7.42979305609735,4.644992402062854,25.15997322353335,300,855703.3610855466
1,2,4,1938.2937860579132,4851.14673417445,2018,2.331662366050957,9.437676993634039,23.26608655643957,300,987504.3159998376
3,4,1,1364.1182372826781,3430.1861174829537,1990,3.9600854307045,7.743125182079532,27.031970273450675,50,931266.7324311915
3,5,3,697.2231101670154,3784.34071159649,1955,3.4135284245793454,6.412359259785118,35.00268263490045,50,735432.3651059298
3,3,1,1319.3440245987372,1323.723815157197,1985,12.154000775804676,6.849945863748803,32.17898460333594,200,856885.3709166435
1,1,3,1350.7452074282025,4332.302774754185,1956,2.636962411849817,6.102288483489524,24.390088887261346,0,820865.5550760287
4,2,4,1336.1439029069518,5364.996896410384,2022,6.919069143755171,4.61927713295713,39.255065284400864,0,738545.6328766268
0,3,3,2382.035154124562,9288.552744498083,1989,6.147511851717339,8.046080429586226,63.417112828197055,300,873577.0630838034
1,5,3,1071.8383331165146,6320.800808197191,2008,1.8336568944054514,7.776995121663397,37.75271786755595,0,900979.4956076539
0,5,4,1980.5875646628954,2837.8650496550576,1984,9.748257698479362,3.5339993253919824,38.55341437455769,50,753063.5694651126
1,3,4,1894.9782223307495,1401.579311202985,1951,10.449230505641362,6.839648753173632,45.144142603757,0,954711.6731440258
4,5,4,2376.273046483002,4483.619781988568,1997,5.394031847720707,7.005248338366344,49.71497161197234,0,999353.1685048473
1,3,1,1720.1208769578413,7029.411117069373,1998,4.820167836285176,6.017403156716086,60.59841960899347,500,890251.8103106312
4,3,3,2274.6785803185353,4448.4591582640305,1966,1.1134084900920658,9.64589800794715,43.600620814133855,0,956389.6279449041
2,5,4,1696.6679171435412,6354.960437513989,2003,1.6223553020516235,9.483116999389166,39.96015371752401,50,1477870.3444055358
3,4,2,2060.6355159508803,4547.186376869529,1966,3.8870913653060355,5.933738052128696,25.12701140438946,0,1165954.8441009426
2,3,3,898.2353476516556,6792.501086788998,2001,2.38865706181293,6.165771184258857,51.09941940650902,50,995416.5365031628
1,3,1,400.0,1006.8549432358468,2005,8.098312220678412,5.989594352886208,27.332253909359878,200,493937.9503762079
3,4,4,2026.528112139512,9010.45530036525,1960,1.5702544656203559,5.583001440429056,26.867512911997018,100,1127439.442194263
4,4,3,2058.7098756235378,2218.791379440723,1971,1.4542143878440819,5.11885923115933,42.89701313229559,100,989391.0824317541
1,3,3,2085.3013998911297,6984.330824324443,1962,6.532381986068711,7.260285667537887,63.122875729142095,50,949384.7377109258
3,1,4,1485.0404911471924,4319.5400133276125,2003,5.879725640485186,9.442162155088342,50.89685487438592,0,943432.4875637337
1,1,1,2693.8333513262237,4710.430249082749,1967,5.143899685290176,8.82512283484297,39.43700595139096,50,1097849.8506750541
3,1,2,1524.073310557787,4397.24523507463,1997,7.447733529614135,7.683765492360457,25.276154188661817,300,794342.7124413031
3,3,4,2052.5274118034217,5639.011462628733,1980,2.9661367376368766,2.8893321230470383,62.83169906597881,200,1051116.6254426765
2,4,1,2156.781735002447,6143.811358202238,1956,3.523362205805455,3.7031757749115584,39.151302714583494,0,1397071.9113927698
3,5,4,2831.2440958494662,7645.9037795576705,2015,5.762390778104096,8.09624495974286,35.6469069235176,200,1395082.3634764506
1,2,2,1609.7822281260999,8519.872206493446,2002,5.373199431380276,8.92906017189323,48.327504190798,200,874573.8520897144
0,4,3,1408.0842562625082,5829.553866941756,1969,2.541214218196875,7.330601936034165,33.27923912891376,200,682778.710085545
0,4,3,901.112769350806,9284.185597920761,2015,8.921211257531523,6.041629527424614,28.70494276315246,200,570255.8243350472
2,1,3,2731.420203997484,5232.431357056194,2002,1.8765680026192069,8.528451514093987,30.14359134418791,500,1599584.870940762
4,2,4,2052.846544229124,7693.60090563231,2010,3.725451376044109,7.630390657818366,30.103560941256987,0,974812.00035895
0,2,2,2071.8366635365815,6071.7991822653685,1963,1.984901774684572,8.206167921100041,23.089493931028954,50,838995.6610893582
2,5,1,3670.022544794352,3626.9884214365857,1950,16.427317200301854,3.715146339107659,21.416161429133076,500,1734670.4473764768
3,5,2,1995.0268447117796,5453.085385949609,1954,4.906625926145584,7.015009868047575,54.580447182059906,100,1057479.8157478373
1,5,3,1018.6071569399807,6257.929693772812,1989,2.2760484301584256,9.161856720700039,50.03261695817708,100,848788.6743588138
3,3,4,1682.4578550042143,4919.5046714934815,2008,3.4328888974128877,7.291172645699547,27.658032104739334,50,1139322.7711977358
1,3,4,1215.1305546908081,6032.141294993891,2017,5.708562313732793,7.9223670974339875,53.32603538017098,0,873707.0214953477
4,2,2,1562.4789632503366,7163.407398317237,2021,8.062215097264696,6.554559365757995,44.639691593789976,500,718780.770639666
2,4,4,1558.4462383472355,4941.567145010268,1994,2.449011810399351,6.659112683439735,35.14309536684874,50,1265146.5579352656
2,1,1,1447.7853653597704,800.0,1996,10.777205444578065,8.60379131356073,21.612540080180324,100,1032259.5996494283
0,2,1,964.0304967867618,9195.675378733427,1971,4.782807154109383,5.495317477239635,45.12170646137004,0,471324.9373779558
